winery,winename,country,region,rating,numberOfRatings,wineHtmlLink
Orlando Abrigo,Meruzzano Barbaresco (Rocche) 2016,Italy,Barbaresco,4.1,79,https://www.vivino.com/orlando-abrigo-meruzzano-barbaresco-rocche/w/2399830?year=2016&price_id=18948784
Château Pavie Macquin,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,France,Saint-Émilion Grand Cru,4.1,75,https://www.vivino.com/chateau-pavie-macquin-saint-emilion-grand-cru-premier-grand-cru-classe/w/1604635?year=2017&price_id=16086871
Massa Vecchia,Sangiovese di Toscana 2015,Italy,Toscana,4.1,74,https://www.vivino.com/massa-vecchia-sangiovese-di-toscana/w/2623682?year=2015&price_id=17617333
Château Malescot St. Exupery,Margaux (Grand Cru Classé) 1994,France,Margaux,4.1,72,https://www.vivino.com/chateau-malescot-st-exupery-margaux-grand-cru-classe/w/98195?year=1994&price_id=17334290
Faiveley,Beaune 1er Cru 'Clos de L'Ecu' (Monopole) 2016,France,Beaune,4.1,71,https://www.vivino.com/faiveley-beaune-1er-cru-clos-de-l-ecu-monopole/w/1464777?year=2016&price_id=13644638
Jasper Hill,Georgia's Paddock Shiraz 2005,Australia,Heathcote,4.1,70,https://www.vivino.com/jasper-hill-georgia-s-paddock-shiraz/w/79665?year=2005&price_id=7065157
Château Gombaude-Guillot,Pomerol 2011,France,Pomerol,4.1,69,https://www.vivino.com/chateau-gombaude-guillot-pomerol/w/1112493?year=2011&price_id=8053025
Katnook,Odyssey Cabernet Sauvignon 2003,Australia,Coonawarra,4.1,69,https://www.vivino.com/au-katnook-odyssey-cabernet-sauvignon/w/78077?year=2003&price_id=6956674
Betz Family Winery,Clos de Betz Red 2015,United States,Columbia Valley,4.1,69,https://www.vivino.com/betz-family-clos-de-betz-red/w/1416288?year=2015&price_id=21293538
Grattamacco,Bolgheri Superiore 1998,Italy,Bolgheri Superiore,4.1,68,https://www.vivino.com/grattamacco-bolgheri-superiore/w/87674?year=1998&price_id=4328323
Chanson,Pernand-Vergelesses Les Vergelesses 1er Cru 2015,France,Pernand-Vergelesses Premier Cru,4.1,68,https://www.vivino.com/chanson-pere-and-fils-pernand-vergelesses-les-vergelesses-1er-cru/w/79575?year=2015&price_id=10440241
Castello Nipozzano,Mormoreto Toscana 2016,Italy,Toscana,4.1,68,https://www.vivino.com/castello-nipozzano-mormoreto-toscana/w/20980?year=2016&price_id=18918522
Fanti,Vallocchio Brunello di Montalcino 2013,Italy,Brunello di Montalcino,4.1,68,https://www.vivino.com/fanti-vallocchio-brunello-di-montalcino/w/4127219?year=2013&price_id=21312938
Aldo Conterno,Barolo Bussia 2015,Italy,Barolo,4.1,67,https://www.vivino.com/aldo-conterno-barolo-bussia/w/75318?year=2015&price_id=20219682
Domaine des Perdrix,Nuits-Saint-Georges 2016,France,Nuits-Saint-Georges,4.1,66,https://www.vivino.com/domaine-des-perdrix-nuits-saint-georges/w/779069?year=2016&price_id=16277102
Domaine de la Charbonnière,Châteauneuf-du-Pape Cuvée Mourre des Perdrix 2010,France,Châteauneuf-du-Pape,4.1,66,https://www.vivino.com/domaine-de-la-charbonniere-chateauneuf-du-pape-cuvee-mourre-des-perdrix/w/778762?year=2010&price_id=20808306
Barossa Old Vine Company,Shiraz 2005,Australia,Barossa Valley,4.1,66,https://www.vivino.com/old-vine-company-shiraz/w/1233207?year=2005&price_id=10344917
Albino Rocca,Barbaresco Angelo 2013,Italy,Barbaresco,4.1,65,https://www.vivino.com/albino-rocca-azienda-agricola-di-angelo-rocca-barbaresco-angelo/w/4544348?year=2013&price_id=9224981
Domaine Jacques Prieur,Beaune-Greves 1er Cru 2010,France,Beaune Premier Cru,4.1,65,https://www.vivino.com/domaine-jacques-prieur-beaune-greves-1er-cru/w/1255238?year=2010&price_id=4326742
Yarra Yering,Dry Red No. 2 2015,Australia,Yarra Valley,4.1,64,https://www.vivino.com/yarra-yering-dry-red-no-2/w/1229850?year=2015&price_id=21551801
Cecchi,Coevo Toscana 2009,Italy,Toscana,4.1,64,https://www.vivino.com/casa-vinicola-luigi-cecchi-e-figli-coevo-toscana/w/1633095?year=2009&price_id=4328602
Michel & Stéphane Ogier,Réserve Côte-Rôtie 2013,France,Côte-Rôtie,4.1,64,https://www.vivino.com/michel-stephane-ogier-reserve-cote-rotie/w/1361633?year=2013&price_id=17868280
Moric,Lutzmannsburg Alte Reben Blaufränkisch 2013,Austria,Burgenland,4.1,60,https://www.vivino.com/moric-lutzmannsburg-alte-reben-blaufrankisch/w/1126419?year=2013&price_id=6023152
Piero Busso,Gallina Barbaresco 2010,Italy,Barbaresco,4.1,59,https://www.vivino.com/piero-busso-gallina-barbaresco/w/87514?year=2010&price_id=6623926
Patrice Rion,Nuits-Saint-Georges 1er Cru 'Clos Saint-Marc' (Monopole) 2014,France,Nuits-Saint-Georges 1er Cru 'Clos Saint-Marc',4.1,58,https://www.vivino.com/michele-and-patrice-rion-nuits-saint-georges-1er-cru-clos-saint-marc-monopole/w/1188833?year=2014&price_id=19857445
Borgogno,Barolo Fossati 2012,Italy,Barolo,4.1,57,https://www.vivino.com/giacomo-borgogno-and-figli-barolo-fossati/w/1622997?year=2012&price_id=16857501
Domaine de la Vieille Julienne,Les Hauts-Lieux Châteauneuf-du-Pape 2010,France,Châteauneuf-du-Pape,4.1,57,https://www.vivino.com/domaine-de-la-vieille-julienne-les-hauts-lieux-chateauneuf-du-pape/w/2707705?year=2010&price_id=4328066
Domaine des Perdrix,Nuits-Saint-Georges Aux Perdrix Premier Cru 2016,France,Nuits-Saint-Georges 1er Cru 'Aux Perdrix',4.1,56,https://www.vivino.com/domaine-des-perdrix-nuits-saint-georges-aux-perdrix-premier-cru/w/1230476?year=2016&price_id=17599094
Fattoria San Lorenzo,Il San Lorenzo 2004,Italy,Marche,4.1,55,https://www.vivino.com/fattoria-san-lorenzo-il-san-lorenzo-marche/w/1637321?year=2004&price_id=15722411
Château Clos de Sarpe,Saint-Émilion Grand Cru (Grand Cru Classé) 2012,France,Saint-Émilion Grand Cru,4.1,55,https://www.vivino.com/chateau-clos-de-sarpe-saint-emilion-grand-cru-grand-cru-classe/w/1099940?year=2012&price_id=4322811
Pelissero,Barbaresco Tulin 2010,Italy,Barbaresco,4.1,54,https://www.vivino.com/pelissero-barbaresco-tulin/w/1100697?year=2010&price_id=4328720
Petra,Quercegobbe Merlot (Querce Gobbe) 2005,Italy,Toscana,4.1,53,https://www.vivino.com/petra-quercegobbe-merlot-querce-gobbe/w/7157?year=2005&price_id=20753814
Domaine du Tunnel,Vin Noir Cornas 2016,France,Cornas,4.1,53,https://www.vivino.com/domaine-du-tunnel-vin-noir-cornas/w/1105484?year=2016&price_id=13294264
Château Canon-La-Gaffelière,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1988,France,Saint-Émilion Grand Cru,4.1,52,https://www.vivino.com/fr-chateau-canon-la-gaffeliere-saint-emilion-grand-cru-premier-grand-cru-classe/w/1389505?year=1988&price_id=3535860
Sordo,Barolo Monprivato 2013,Italy,Barolo,4.1,52,https://www.vivino.com/sordo-barolo-monprivato-barolo/w/5290638?year=2013&price_id=15610788
Domenico Clerico,Barolo Pajana 2014,Italy,Barolo,4.1,50,https://www.vivino.com/domenico-clerico-barolo-pajana/w/92707?year=2014&price_id=21026618
Alphonse Mellot,La Demoiselle Sancerre 2012,France,Sancerre,4.1,50,https://www.vivino.com/alphonse-mellot-la-demoiselle-sancerre-sancerre/w/94877?year=2012&price_id=19269253
Domaine de la Bégude,La Brulade Bandol 2015,France,Bandol,4.1,49,https://www.vivino.com/la-begude-la-brulade-bandol/w/1150344?year=2015&price_id=15380061
Yarra Yering,Dry Red No. 1 2017,Australia,Yarra Valley,4.1,49,https://www.vivino.com/yarra-yering-dry-red-no-1/w/1269735?year=2017&price_id=21551802
Château La Conseillante,Pomerol 1992,France,Pomerol,4.1,48,https://www.vivino.com/la-conseillante-pomerol/w/768733?year=1992&price_id=12702462
M. Chapoutier,Saint-Joseph Les Granits 2015,France,Saint-Joseph,4.1,47,https://www.vivino.com/m-chapoutier-saint-joseph-les-granits/w/20654?year=2015&price_id=17038857
Tardieu-Laurent,Côte-Rôtie 2016,France,Côte-Rôtie,4.1,47,https://www.vivino.com/tardieu-laurent-cote-rotie/w/77522?year=2016&price_id=12376848
Château Pape Clément,Pessac-Léognan (Grand Cru Classé de Graves) 2018,France,Pessac-Léognan,4.1,47,https://www.vivino.com/fr-chateau-pape-clement-pessac-leognan-grand-cru-classe-de-graves/w/82613?year=2018&price_id=18830096
Bouchard Père & Fils,Vosne-Romanée 2016,France,Vosne-Romanée,4.1,47,https://www.vivino.com/bouchard-pere-and-fils-vosne-romanee/w/73212?year=2016&price_id=15583637
Denner Vineyards,The Ditch Digger 2015,United States,Paso Robles,4.1,47,https://www.vivino.com/denner-winery-the-ditch-digger/w/1837182?year=2015&price_id=19680817
David Duband,Gevrey-Chambertin 2017,France,Gevrey-Chambertin,4.1,46,https://www.vivino.com/david-duband-gevrey-chambertin/w/1491557?year=2017&price_id=18332336
Domaine Marquis d'Angerville,Fremiet Volnay 1er Cru 2014,France,Volnay Premier Cru,4.1,46,https://www.vivino.com/marquis-d-angerville-fremiet-volnay-1er-cru/w/76334?year=2014&price_id=9998688
Domaine Denis Bachelet,Côte de Nuits-Villages 2015,France,Côte de Nuits Villages,4.1,45,https://www.vivino.com/denis-bachelet-cote-de-nuits-villages/w/86714?year=2015&price_id=21605065
Philippe Pacalet,Nuits-Saint-Georges Rouge 2013,France,Nuits-Saint-Georges,4.1,45,https://www.vivino.com/philippe-pacalet-nuits-saint-georges-rouge/w/1131117?year=2013&price_id=14179375
Château Duhart-Milon,Pauillac (Grand Cru Classé) 1975,France,Pauillac,4.1,44,https://www.vivino.com/chateau-duhart-milon-pauillac-grand-cru-classe/w/1129305?year=1975&price_id=11011917
A.F. Gros,Chambolle-Musigny 2014,France,Chambolle-Musigny,4.1,44,https://www.vivino.com/domaine-a-f-gros-chambolle-musigny/w/1666753?year=2014&price_id=18802418
Domaine Michel & Sylvie Esmonin,Gevrey-Chambertin 2016,France,Gevrey-Chambertin,4.1,43,https://www.vivino.com/sylvie-esmonin-gevrey-chambertin/w/1132637?year=2016&price_id=17921515
Château Haut-Bailly,Pessac-Léognan 1983,France,Pessac-Léognan,4.1,43,https://www.vivino.com/chateau-haut-bailly-pessac-leognan/w/13632?year=1983&price_id=10826054
Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2018,France,Saint-Julien,4.1,41,https://www.vivino.com/chateau-leoville-barton-saint-julien-grand-cru-classe/w/22685?year=2018&price_id=18940016
Nin-Ortiz,Nit de Nin Porrera Mas d'En Cacador Priorat 2016,Spain,Catalunya,4.1,41,https://www.vivino.com/nin-ortiz-nit-de-nin-porrera-mas-d-en-cacador-priorat/w/1289986?year=2016&price_id=16402175
Bouchard Père & Fils,Volnay Premier Cru Caillerets Ancienne Cuvée Carnot 2017,France,Volnay Premier Cru,4.1,41,https://www.vivino.com/bouchard-pere-and-fils-volnay-premier-cru-caillerets-ancienne-cuvee-carnot/w/1198460?year=2017&price_id=18534896
La Massa,Giorgio Primo 2014,Italy,Chianti Classico,4.1,41,https://www.vivino.com/fattoria-la-massa-giorgio-primo/w/779426?year=2014&price_id=14229672
Fraser Gallop Estate,Parterre Cabernet Sauvignon 2010,Australia,Margaret River,4.1,40,https://www.vivino.com/fraser-gallop-parterre-cabernet-sauvignon/w/2560749?year=2010&price_id=20504750
Produttori del Barbaresco,Barbaresco 1978,Italy,Barbaresco,4.1,40,https://www.vivino.com/produttori-del-barbaresco-barbaresco/w/19265?year=1978&price_id=21378621
Louis Latour,Gevrey-Chambertin 1er Cru Les Cazetiers 2008,France,Gevrey-Chambertin Premier Cru,4.1,39,https://www.vivino.com/louis-latour-gevrey-chambertin-1er-cru-les-cazetiers/w/1666844?year=2008&price_id=4340845
Produttori del Barbaresco,Barbaresco Riserva Ovello 2015,Italy,Barbaresco,4.1,39,https://www.vivino.com/produttori-del-barbaresco-barbaresco-riserva-ovello/w/19277?year=2015&price_id=20759677
Clos Rene,Pomerol 1982,France,Pomerol,4.1,38,https://www.vivino.com/clos-rene-pomerol/w/1146003?year=1982&price_id=2938299
Conterno Fantino,Barolo Mosconi Vigna Ped 2012,Italy,Barolo,4.1,38,https://www.vivino.com/azienda-agricola-conterno-fantino-barolo-mosconi-vigna-ped-barolo/w/6278561?year=2012&price_id=16130897
Mazzei,Fonterutoli Chianti Classico 1999,Italy,Chianti Classico,4.1,38,https://www.vivino.com/marchesi-mazzei-fonterutoli-chianti-classico/w/1130130?year=1999&price_id=8911961
Castell'in Villa,Poggio delle Rosé Riserva Chianti Classico 2010,Italy,Chianti Classico,4.1,38,https://www.vivino.com/castell-poggio-delle-rose-riserva-chianti-classico/w/1253823?year=2010&price_id=21034589
Fox Creek,Shiraz Reserve 2000,Australia,McLaren Vale,4.1,38,https://www.vivino.com/fox-creek-wines-shiraz-reserve/w/1417051?year=2000&price_id=14389007
Azienda Agricola Sergio Arcuri,Più Vite Cirò Riserva 2011,Italy,Cirò,4.1,37,https://www.vivino.com/azienda-agricola-sergio-arcuri-piu-vite-ciro-riserva/w/5529312?year=2011&price_id=15989625
Louis Latour,Nuits-Saint-Georges 1er Cru Les Damodes 2012,France,Nuits-Saint-Georges Premier Cru,4.1,36,https://www.vivino.com/louis-latour-nuits-saint-georges-1er-cru-les-damodes/w/1382392?year=2012&price_id=4326871
Hubert Lignier,Morey-Saint-Denis 2016,France,Morey-Saint-Denis,4.1,36,https://www.vivino.com/hubert-lignier-morey-saint-denis/w/1128910?year=2016&price_id=18767464
Domaine Jacques Prieur,Volnay-Champans 1er Cru 2008,France,Volnay Premier Cru,4.1,35,https://www.vivino.com/domaine-jacques-prieur-volnay-champans-1er-cru/w/1632105?year=2008&price_id=4327064
Alois Lageder,COR Römigberg 2000,Italy,Südtirol - Alto Adige,4.1,35,https://www.vivino.com/alois-lageder-cor-romigberg/w/1600153?year=2000&price_id=20943493
Faiveley,Nuits-Saint-Georges 1er Cru Les Damodes 2014,France,Nuits-Saint-Georges,4.1,35,https://www.vivino.com/faiveley-nuits-saint-georges-1er-cru-les-damodes/w/1109332?year=2014&price_id=7018118
Tardieu-Laurent,Côte-Rôtie 2004,France,Côte-Rôtie,4.1,35,https://www.vivino.com/tardieu-laurent-cote-rotie/w/77522?year=2004&price_id=11276098
Antica,Cabernet Sauvignon 2016,United States,Atlas Peak,4.1,35,https://www.vivino.com/us-antinori-cabernet-sauvignon/w/1250083?year=2016&price_id=20727576
Domaine Bruno Clair,Gevrey-Chambertin 1er Cru 'Clos du Fonteny' Monopole 2014,France,Gevrey-Chambertin 1er Cru 'Fonteny',4.1,34,https://www.vivino.com/fr-domaine-bruno-clair-gevrey-chambertin-1er-cru-clos-du-fonteny-monopole/w/1128185?year=2014&price_id=8686322
Hugo,Cabernet Sauvignon 2010,Australia,McLaren Vale,4.1,34,https://www.vivino.com/hugo-mclaren-vale-cabernet-sauvignon/w/2222303?year=2010&price_id=2804882
Ferdinando Principiano,Boscareto Barolo 2013,Italy,Barolo,4.1,33,https://www.vivino.com/azienda-agricola-ferdinando-principiano-boscareto-barolo/w/779434?year=2013&price_id=20727709
Château Lascombes,Margaux (Grand Cru Classé) 2018,France,Margaux,4.1,33,https://www.vivino.com/lascombes-margaux-grand-cru-classe/w/80045?year=2018&price_id=18972226
Domaine Lécheneaut,Vosne-Romanée 2014,France,Vosne-Romanée,4.1,33,https://www.vivino.com/fernand-lecheneaut-et-fils-vosne-romanee/w/1128230?year=2014&price_id=15590595
Mark Haisma,Gevrey-Chambertin 2014,France,Gevrey-Chambertin,4.1,33,https://www.vivino.com/mark-haisma-gevrey-chambertin/w/2915617?year=2014&price_id=17104576
Castellare,Coniale Toscana 2007,Italy,Toscana,4.1,32,https://www.vivino.com/castellare-di-castellina-coniale-toscana/w/1461240?year=2007&price_id=4328473
Fanti,Riserva Vigna le Macchiarelle Brunello di Montalcino 2013,Italy,Brunello di Montalcino,4.1,32,https://www.vivino.com/fanti-riserva-vigna-le-macchiarelle-brunello-di-montalcino/w/1554213?year=2013&price_id=19048897
Domaine François Lamarche,Vosne-Romanée Premier Cru Les Chaumes 2008,France,Vosne-Romanée Premier Cru,4.1,32,https://www.vivino.com/domaine-franoois-lamarche-vosne-romanee-premier-cru-les-chaumes/w/1706597?year=2008&price_id=20664452
Hudelot-Baillet,Chambolle-Musigny 1er Cru Les Cras 2013,France,Chambolle-Musigny Premier Cru,4.1,32,https://www.vivino.com/hudelot-baillet-chambolle-musigny-1er-cru-les-cras/w/1837303?year=2013&price_id=7196580
Pierre Girardin,Volnay 2017,France,Volnay,4.1,31,https://www.vivino.com/pierre-girardin-volnay/w/7334589?year=2017&price_id=19740081
Pierre Damoy,Gevrey-Chambertin 'La Justice' 2014,France,Gevrey-Chambertin,4.1,30,https://www.vivino.com/pierre-damoy-gevrey-chambertin-la-justice/w/1246068?year=2014&price_id=8976494
Gauby,La Roque Côtes du Roussillon Villages 2011,France,Côtes du Roussillon Villages,4.1,25,https://www.vivino.com/domaine-gauby-la-roque-cotes-du-roussillon-villages/w/1526524?year=2011&price_id=12050115
Sottimano,Currá Barbaresco 2014,Italy,Barbaresco,4.1,30,https://www.vivino.com/sottimano-curra-barbaresco/w/16472?year=2014&price_id=18818567
Tenimenti d’Alessandro,Migliara Syrah 2012,Italy,Cortona,4.1,29,https://www.vivino.com/tenimenti-d-alessandro-migliara-syrah/w/1209957?year=2012&price_id=13500228
Jean-Luc Colombo,Syrah Cornas La Louvée 2010,France,Cornas,4.1,29,https://www.vivino.com/jean-luc-colombo-syrah-cornas-la-louvee/w/1741669?year=2010&price_id=4327965
Tenuta La Viola,25 Forli Rosso 2013,Italy,Forlì,4.1,29,https://www.vivino.com/tenuta-la-viola-twentyfive-forli-rosso/w/1144651?year=2013&price_id=17102335
Rosemount,Blue Mountain Mudgee Shiraz - Cabernet Sauvignon 2000,Australia,Mudgee,4.1,29,https://www.vivino.com/rosemount-blue-mountain-mudgee-shiraz-cabernet-sauvignon/w/1649686?year=2000&price_id=15275963
Château La Tour Figeac,Saint-Émilion Grand Cru (Grand Cru Classé) 1990,France,Saint-Émilion Grand Cru,4.1,29,https://www.vivino.com/la-tour-figeac-saint-emilion-grand-cru-grand-cru-classe/w/89417?year=1990&price_id=17446606
Valli,Bendigo Vineyard Pinot Noir 2012,New Zealand,Central Otago,4.1,29,https://www.vivino.com/valli-bendigo-vineyard-pinot-noir/w/4900949?year=2012&price_id=21197648
Louis Latour,Nuits-Saint-Georges 1er Cru Les Damodes 2011,France,Nuits-Saint-Georges Premier Cru,4.1,27,https://www.vivino.com/louis-latour-nuits-saint-georges-1er-cru-les-damodes/w/1382392?year=2011&price_id=4340887
Jules Desjourneys,Les Michelons Moulin à Vent 2011,France,Moulin-à-Vent,4.1,27,https://www.vivino.com/jules-desjourneys-les-michelons-moulin-a-vent/w/5778330?year=2011&price_id=17921498
Domaine Joseph Voillot,Volnay 1er Cru 'Les Fremiets' 2016,France,Volnay 1er Cru 'Fremiets',4.1,27,https://www.vivino.com/joseph-voillot-volnay-1er-cru-les-fremiets/w/22333?year=2016&price_id=14888761
Henri Magnien,Gevrey-Chambertin 1er Cru 'Les Cazetiers' 2016,France,Gevrey-Chambertin 1er Cru 'Les Cazetiers',4.1,26,https://www.vivino.com/magnien-gevrey-chambertin-1er-cru-les-cazetiers/w/2154932?year=2016&price_id=21601208
Château du Domaine de l'Eglise,Pomerol 2016,France,Pomerol,4.1,26,https://www.vivino.com/l-eglise-pomerol/w/1136193?year=2016&price_id=11675607
Domaine Marquis d'Angerville,Pommard 1er Cru 'Combes Dessus' 2011,France,Pommard 1er Cru 'Les Combes Dessus',4.1,26,https://www.vivino.com/marquis-d-angerville-pommard-1er-cru-combes-dessus/w/76339?year=2011&price_id=7387483
Le Cecche,Barolo Sorano 2011,Italy,Barolo,4.1,26,https://www.vivino.com/le-cecche-barolo-sorano/w/1853036?year=2011&price_id=19411244
Domaines Philippe Porcheron,Château Marojallia Margaux 2007,France,Margaux,4.1,25,https://www.vivino.com/chateau-marojallia-chateau-marojallia-margaux/w/1900635?year=2007&price_id=1096693
Produttori del Barbaresco,Barbaresco Riserva Rabajà 2015,Italy,Barbaresco,4.1,30,https://www.vivino.com/produttori-del-barbaresco-barbaresco-riserva-rabaja/w/19280?year=2015&price_id=20759695
Stags' Leap,Merlot 2014,United States,Napa Valley,4,2440,https://www.vivino.com/stags-leap-merlot/w/78393?year=2014&price_id=17633401
Antinori,Badia a Passignano Gran Selezione Chianti Classico 2011,Italy,Chianti Classico,4,2402,https://www.vivino.com/antinori-tuscany-badia-a-passignano-gran-selezione-chianti-classico/w/1653?year=2011&price_id=11735596
Château d'Armailhac,Pauillac (Grand Cru Classé) 2012,France,Pauillac,4,2160,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2012&price_id=20490088
Castello di Monsanto,Chianti Classico Riserva 2015,Italy,Chianti Classico,4,1778,https://www.vivino.com/monsanto-chianti-classico-riserva/w/1138544?year=2015&price_id=20975629
Marchesi di Barolo,Barolo (Tradizione) 2014,Italy,Barolo,4,1692,https://www.vivino.com/marchesi-di-barolo-barolo-tradizione/w/1794?year=2014&price_id=18766011
Château Phélan Ségur,Saint-Estèphe 2012,France,Saint-Estèphe,4,1410,https://www.vivino.com/chateau-phelan-segur-saint-estephe/w/98166?year=2012&price_id=19789195
Château Talbot,Saint-Julien (Grand Cru Classé) 2014,France,Saint-Julien,4,1371,https://www.vivino.com/chateau-talbot-saint-julien-grand-cru-classe/w/79273?year=2014&price_id=13281578
Château du Tertre,Margaux (Grand Cru Classé) 2012,France,Margaux,4,1140,https://www.vivino.com/chateau-du-tertre-margaux-grand-cru-classe/w/85917?year=2012&price_id=15868857
Château d'Armailhac,Pauillac (Grand Cru Classé) 2014,France,Pauillac,4,1129,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2014&price_id=15868859
St Hugo,Cabernet Sauvignon 2010,Australia,Coonawarra,4,1094,https://www.vivino.com/st-hugo-cabernet-sauvignon/w/2727?year=2010&price_id=2754291
Château Léoville Las Cases,Clos du Marquis Saint-Julien 2007,France,Saint-Julien,4,942,https://www.vivino.com/chateau-leoville-las-cases-clos-du-marquis-saint-julien/w/1152438?year=2007&price_id=16208592
Château Lynch-Moussas,Pauillac (Grand Cru Classé) 2010,France,Pauillac,4,909,https://www.vivino.com/chateau-lynch-moussas-pauillac-grand-cru-classe/w/1145413?year=2010&price_id=4323438
Château d'Armailhac,Pauillac (Grand Cru Classé) 2007,France,Pauillac,4,878,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2007&price_id=6624049
Château Beychevelle,Saint-Julien (Grand Cru Classé) 2011,France,Saint-Julien,4,739,https://www.vivino.com/chateau-beychevelle-saint-julien-grand-cru-classe/w/23627?year=2011&price_id=4067607
Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 2012,France,Saint-Julien,4,717,https://www.vivino.com/branaire-ducru-saint-julien-grand-cru-classe/w/1172272?year=2012&price_id=18222614
Paul Jaboulet Aîné,Crozes-Hermitage Domaine de Thalabert 2015,France,Crozes-Hermitage,4,694,https://www.vivino.com/paul-jaboulet-aine-1387-crozes-hermitage-domaine-de-thalabert/w/10926?year=2015&price_id=13962896
Château Lynch-Moussas,Pauillac (Grand Cru Classé) 2008,France,Pauillac,4,684,https://www.vivino.com/chateau-lynch-moussas-pauillac-grand-cru-classe/w/1145413?year=2008&price_id=4809347
Château Lalande-Borie,Saint-Julien 2009,France,Saint-Julien,4,654,https://www.vivino.com/chateau-lalande-borie-saint-julien/w/1209244?year=2009&price_id=21351023
Château d'Issan,Margaux (Grand Cru Classé) 2012,France,Margaux,4,647,https://www.vivino.com/chateau-d-issan-margaux-grand-cru-classe/w/1168278?year=2012&price_id=16222637
Château Haut-Marbuzet,Saint-Estèphe 2014,France,Saint-Estèphe,4,639,https://www.vivino.com/chateau-haut-marbuzet-saint-estephe/w/68514?year=2014&price_id=7006043
Château Léoville Poyferré,Saint-Julien (Grand Cru Classé) 2013,France,Saint-Julien,4,538,https://www.vivino.com/fr-chateau-leoville-poyferre-saint-julien-grand-cru-classe/w/1115658?year=2013&price_id=9500730
Château Branaire-Ducru,Saint-Julien (Grand Cru Classé) 2014,France,Saint-Julien,4,525,https://www.vivino.com/branaire-ducru-saint-julien-grand-cru-classe/w/1172272?year=2014&price_id=7005582
Château La Tour Carnet,Haut-Médoc (Grand Cru Classé) 2016,France,Haut-Médoc,4,519,https://www.vivino.com/chateau-la-tour-carnet-haut-medoc-grand-cru-classe/w/12687?year=2016&price_id=11469491
Château Clinet,Pomerol 2014,France,Pomerol,4,502,https://www.vivino.com/chateau-clinet-pomerol/w/95444?year=2014&price_id=20686345
Château Clerc Milon,Pauillac (Grand Cru Classé) 2014,France,Pauillac,4,501,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2014&price_id=17174911
Felton Road,Bannockburn Pinot Noir 2011,New Zealand,Central Otago,4,476,https://www.vivino.com/felton-road-bannockburn-pinot-noir/w/88318?year=2011&price_id=21403114
Château Langoa Barton,Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,4,467,https://www.vivino.com/langoa-and-leoville-barton-saint-julien-grand-cru-classe/w/1166785?year=2006&price_id=13501212
Dievole,Chianti Classico Riserva Novecento 2015,Italy,Chianti Classico,4,459,https://www.vivino.com/dievole-chianti-classico-riserva-novecento/w/10718?year=2015&price_id=18648700
Château Nénin,Pomerol 2006,France,Pomerol,4,450,https://www.vivino.com/nenin-pomerol/w/82454?year=2006&price_id=21376172
Château Tronquoy-Lalande,Saint-Estèphe 2010,France,Saint-Estèphe,4,446,https://www.vivino.com/chateau-tronquoy-lalande-saint-estephe/w/1101112?year=2010&price_id=4325239
Château d'Armailhac,Pauillac (Grand Cru Classé) 2016,France,Pauillac,4,443,https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=2016&price_id=11354856
Le Potazzine,Gorelli Brunello di Montalcino 2012,Italy,Brunello di Montalcino,4,425,https://www.vivino.com/tenuta-le-potazzine-gorelli-guiseppe-gorelli-brunello-di-montalcino/w/779436?year=2012&price_id=12814308
Château Kirwan,Margaux (Grand Cru Classé) 2004,France,Margaux,4,404,https://www.vivino.com/chateau-kirwan-margaux-grand-cru-classe/w/18557?year=2004&price_id=20863194
Bruno Rocca,Fralù Langhe Nebbiolo 2016,Italy,Langhe,4,402,https://www.vivino.com/bruno-rocca-fralu-langhe-nebbiolo/w/1647861?year=2016&price_id=21389555
Château Clerc Milon,Pauillac (Grand Cru Classé) 2013,France,Pauillac,4,395,https://www.vivino.com/chateau-clerc-milon-pauillac-grand-cru-classe/w/4089?year=2013&price_id=18840953
Château Léoville Barton,Saint-Julien (Grand Cru Classé) 2013,France,Saint-Julien,4,390,https://www.vivino.com/chateau-leoville-barton-saint-julien-grand-cru-classe/w/22685?year=2013&price_id=6865223
Piedlong,Châteauneuf-du-Pape 2012,France,Châteauneuf-du-Pape,4,384,https://www.vivino.com/piedlong-chateauneuf-du-pape/w/1908045?year=2012&price_id=17553335
Sartori,Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,4,372,https://www.vivino.com/sartori-amarone-della-valpolicella/w/1141558?year=2015&price_id=21116725
Château Cantenac Brown,BriO de Cantenac Brown Margaux 2015,France,Margaux,4,365,https://www.vivino.com/chateau-cantenac-brown-brio-de-cantenac-brown-margaux/w/1149396?year=2015&price_id=17318652
